日付,day,日,曜,col,客数,売上,祝祭日,祝祭日前日,振替休日,湿度,気温
2021-12-09,9,9,木,晴時々曇,400,326320,0,0,0,77,9.5
2021-12-10,10,10,金,晴時々曇,393,372635,0,0,0,71,11.9
2021-12-11,11,11,土,曇時々晴,484,526290,0,0,0,79,12.9
2021-12-12,12,12,日,曇時々晴,635,678875,0,0,0,69,12.6
2021-12-13,13,13,月,晴,316,323620,0,0,0,63,6.8
2021-12-14,14,14,火,曇時々晴,323,310605,0,0,0,73,6.5
2021-12-15,15,15,水,晴時々曇,391,403050,0,0,0,71,9.9
2021-12-16,16,16,木,雨時々曇,275,313905,0,0,0,86,12.0
2021-12-17,17,17,金,曇後雪時々雨、みぞれを伴う,312,283745,0,0,0,61,7.4
2021-12-18,18,18,土,曇時々晴,391,450840,0,0,0,57,3.0
2021-12-19,19,19,日,みぞれ時々雨後曇一時晴,513,576335,0,0,0,67,6.8
2021-12-20,20,20,月,晴時々曇,358,388665,0,0,0,65,8.7
2021-12-21,21,21,火,曇時々晴,319,272455,0,0,0,69,12.2
2021-12-22,22,22,水,晴一時曇,375,402180,0,0,0,78,9.9
2021-12-23,23,23,木,晴一時曇,341,341270,0,0,0,76,8.6
2021-12-24,24,24,金,晴時々曇後雨,340,369890,0,0,0,86,7.9
2021-12-25,25,25,土,晴一時曇,471,530385,0,0,0,60,5.9
2021-12-26,26,26,日,曇時々晴一時雪,456,538610,0,0,0,46,1.1
2021-12-27,27,27,月,晴時々曇,356,414855,0,0,0,59,2.7
2021-12-28,28,28,火,曇,467,668725,0,0,0,68,5.2
2021-12-29,29,29,水,雨後時々曇,609,769920,0,0,0,79,8.1
2021-12-30,30,30,木,晴時々曇,668,723495,0,0,0,53,7.2
2021-12-31,31,31,金,晴一時雪,311,302220,0,1,0,51,4.2
2022-01-03,3,3,月,晴一時曇,314,326125,0,0,0,70,5.8
2022-01-04,4,4,火,晴一時曇,329,299415,0,0,0,72,5.4
2022-01-05,5,5,水,曇後一時雨,265,225100,0,0,0,75,6.3
2022-01-06,6,6,木,曇時々晴一時雨,286,251645,0,0,0,73,7.9
2022-01-07,7,7,金,晴,299,302945,0,0,0,65,7.7
2022-01-08,8,8,土,晴後一時曇,471,540180,0,0,0,73,7.4
2022-01-09,9,9,日,曇一時晴,552,572500,0,1,0,77,7.3
2022-01-10,10,10,月,晴,444,458125,1,0,0,79,7.5
2022-01-11,11,11,火,雨時々曇一時晴、みぞれを伴う,240,228560,0,0,0,66,5.3
2022-01-12,12,12,水,晴時々曇,263,234025,0,0,0,57,3.1
2022-01-13,13,13,木,雨時々雪一時曇、みぞれを伴う,246,220525,0,0,0,58,4.6
2022-01-14,14,14,金,晴,289,248720,0,0,0,57,3.3
2022-01-15,15,15,土,曇後一時雨,412,444755,0,0,0,72,4.6
2022-01-16,16,16,日,曇時々雨、みぞれを伴う,454,451055,0,0,0,78,6.8
2022-01-17,17,17,月,曇時々晴,299,283480,0,0,0,58,6.4
2022-01-18,18,18,火,晴一時曇、みぞれを伴う,324,260660,0,0,0,56,4.8
2022-01-19,19,19,水,晴,308,273990,0,0,0,63,3.6
2022-01-20,20,20,木,晴一時雪後曇、みぞれを伴う,267,239225,0,0,0,65,5.8
2022-01-21,21,21,金,曇時々晴,284,267655,0,0,0,53,6.8
2022-01-22,22,22,土,曇時々晴,432,434155,0,0,0,70,5.9
2022-01-23,23,23,日,雨,384,384885,0,0,0,98,8.0
2022-01-24,24,24,月,曇時々晴,266,249290,0,0,0,75,8.9
2022-01-25,25,25,火,晴,277,237880,0,0,0,63,8.6
2022-01-26,26,26,水,晴一時曇,309,280860,0,0,0,68,8.9
2022-01-27,27,27,木,曇後時々晴,326,296805,0,0,0,74,7.4
2022-01-28,28,28,金,晴後一時曇,291,278565,0,0,0,68,6.8
2022-01-29,29,29,土,曇後一時晴,405,378740,0,0,0,59,6.6
2022-01-30,30,30,日,曇後時々晴,492,542870,0,0,0,58,6.9
2022-01-31,31,31,月,晴,298,294370,0,0,0,51,5.3
2022-02-01,1,1,火,雨一時雪後曇、みぞれを伴う,261,243315,0,0,0,60,6.0
2022-02-02,2,2,水,曇一時晴,291,255105,0,0,0,70,4.3
2022-02-03,3,3,木,曇後時々晴,284,267120,0,0,0,58,5.8
2022-02-04,4,4,金,晴一時曇,276,247200,0,0,0,53,5.3
2022-02-05,5,5,土,曇後雪時々みぞれ一時雨,326,351740,0,0,0,53,3.2
2022-02-06,6,6,日,晴時々曇一時雪,457,475405,0,0,0,49,3.7
2022-02-07,7,7,月,曇一時晴,265,211250,0,0,0,60,4.8
2022-02-08,8,8,火,雨後曇時々晴,267,236420,0,0,0,67,6.5
2022-02-09,9,9,水,晴一時曇,332,307370,0,0,0,63,8.3
2022-02-10,10,10,木,雨時々曇,303,266445,0,1,0,86,7.3
2022-02-11,11,11,金,曇時々晴一時雨,509,522820,1,0,0,77,6.7
2022-02-12,12,12,土,曇時々晴,565,551185,0,0,0,63,8.9
2022-02-13,13,13,日,雨後曇,414,392985,0,0,0,87,8.3
2022-02-14,14,14,月,曇後晴,319,319620,0,0,0,67,9.1
2022-02-15,15,15,火,晴時々曇,316,305300,0,0,0,58,6.9
2022-02-16,16,16,水,雪時々曇一時みぞれ,265,251950,0,0,0,55,3.0
2022-02-17,17,17,木,晴時々曇一時雪,321,279330,0,0,0,47,1.4
2022-02-18,18,18,金,晴時々曇,352,327240,0,0,0,54,5.4
2022-02-19,19,19,土,雨,354,374915,0,0,0,90,5.6
2022-02-20,20,20,日,雪時々曇後晴,529,565555,0,0,0,50,3.2
2022-02-21,21,21,月,晴時々曇,293,264510,0,0,0,46,3.5
2022-02-22,22,22,火,晴後一時曇,344,339945,0,1,0,46,4.2
2022-02-23,23,23,水,曇後一時晴,505,514025,1,0,0,59,3.0
2022-02-24,24,24,木,晴一時曇,328,308685,0,0,0,57,2.8
2022-02-25,25,25,金,晴,357,337060,0,0,0,60,5.1
2022-02-26,26,26,土,晴時々曇,498,528275,0,0,0,58,8.0
2022-02-27,27,27,日,晴,679,691140,0,0,0,52,8.6
2022-02-28,28,28,月,晴後時々曇,355,351855,0,0,0,61,8.6
2022-03-01,1,1,火,雨時々曇,250,242140,0,0,0,79,12.2
2022-03-02,2,2,水,晴,367,343180,0,0,0,67,8.4
2022-03-03,3,3,木,晴,380,355855,0,0,0,65,8.0
2022-03-04,4,4,金,曇時々晴後雨,349,332510,0,0,0,69,8.4
2022-03-05,5,5,土,晴,547,562065,0,0,0,57,10.5
2022-03-06,6,6,日,晴,663,698870,0,0,0,43,6.4
2022-03-07,7,7,月,曇一時晴,347,322755,0,0,0,56,6.6
2022-03-08,8,8,火,晴,394,388895,0,0,0,67,7.5
2022-03-09,9,9,水,晴,415,410265,0,0,0,63,10.1
2022-03-10,10,10,木,晴,361,358110,0,0,0,62,10.2
2022-03-11,11,11,金,晴時々曇,343,327800,0,0,0,59,14.8
2022-03-12,12,12,土,晴,589,564775,0,0,0,65,17.6
2022-03-13,13,13,日,曇後一時雨,669,640065,0,0,0,76,18.1
2022-03-14,14,14,月,曇時々雨一時晴,356,348980,0,0,0,86,18.0
2022-03-15,15,15,火,晴,375,364265,0,0,0,77,13.7
2022-03-16,16,16,水,晴,380,376910,0,0,0,77,14.5
2022-03-17,17,17,木,曇時々晴,425,425295,0,0,0,87,13.1
2022-03-18,18,18,金,雨後曇一時晴,359,370155,0,0,0,96,11.0
2022-03-19,19,19,土,雨時々曇,543,655265,0,0,0,83,9.6
2022-03-20,20,20,日,曇一時晴,842,948790,0,1,0,81,9.5
2022-03-21,21,21,月,曇時々雨,657,697200,1,0,0,78,10.6
2022-03-22,22,22,火,雨時々晴後曇,342,335665,0,0,0,83,10.3
2022-03-23,23,23,水,雨時々曇,321,326390,0,0,0,80,8.8
2022-03-24,24,24,木,曇一時雨後晴、霧を伴う,318,273450,0,0,0,78,9.7
2022-03-25,25,25,金,晴後時々曇,394,383130,0,0,0,65,14.5
2022-03-26,26,26,土,大雨後曇,359,395805,0,0,0,87,15.8
2022-03-27,27,27,日,曇後晴,709,724710,0,0,0,73,14.7
2022-03-28,28,28,月,曇,405,396520,0,0,0,62,12.1
2022-03-29,29,29,火,曇時々晴,435,418910,0,0,0,75,12.7
2022-03-30,30,30,水,曇後一時雨,413,386175,0,0,0,82,16.8
2022-03-31,31,31,木,雨後時々曇一時晴,360,352765,0,0,0,91,14.1
2022-04-01,1,1,金,晴,412,392200,0,0,0,57,11.4
2022-04-02,2,2,土,晴,599,640090,0,0,0,60,9.8
2022-04-03,3,3,日,晴,772,758635,0,0,0,68,10.4
2022-04-04,4,4,月,晴,402,379285,0,0,0,67,11.9
2022-04-05,5,5,火,晴,347,337560,0,0,0,67,12.0
2022-04-06,6,6,水,晴,326,291540,0,0,0,64,13.7
2022-04-07,7,7,木,晴,351,344890,0,0,0,66,14.9
2022-04-08,8,8,金,晴,395,372625,0,0,0,72,14.1
2022-04-09,9,9,土,晴,622,618860,0,0,0,48,16.9
2022-04-10,10,10,日,晴,733,738660,0,0,0,63,17.8
2022-04-11,11,11,月,晴,338,339775,0,0,0,80,17.8
2022-04-12,12,12,火,曇,346,318520,0,0,0,90,19.3
2022-04-13,13,13,水,曇,372,360875,0,0,0,94,15.9
2022-04-14,14,14,木,雨,288,275620,0,0,0,100,14.6
2022-04-15,15,15,金,曇,401,397630,0,0,0,88,12.7
2022-04-16,16,16,土,晴,649,700600,0,0,0,67,12.4
2022-04-17,17,17,日,晴,753,815175,0,0,0,73,13.6
2022-04-18,18,18,月,晴,380,347980,0,0,0,66,14.0
2022-04-19,19,19,火,晴,414,363840,0,0,0,69,14.6
2022-04-20,20,20,水,晴,451,417385,0,0,0,61,16.8
2022-04-21,21,21,木,曇,315,307595,0,0,0,86,14.4
2022-04-22,22,22,金,晴,425,386985,0,0,0,76,17.7
2022-04-23,23,23,土,曇雨,559,635845,0,0,0,89,17.8
2022-04-24,24,24,日,雨晴,680,694135,0,0,0,88,18.8
2022-04-25,25,25,月,晴,394,364555,0,0,0,82,20.5
2022-04-26,26,26,火,雨,229,234125,0,0,0,95,22.4
2022-04-27,27,27,水,晴,329,298270,0,0,0,89,18.2
2022-04-28,28,28,木,晴,374,345090,0,1,0,86,17.4
2022-04-29,29,29,金,雨,423,477840,1,0,0,89,14.3
2022-04-30,30,30,土,晴,640,665550,0,0,0,68,14.7
2022-05-01,1,1,日,曇,744,764830,0,0,0,74,14.5
2022-05-02,2,2,月,晴,517,558690,0,1,0,72,15.2
2022-05-03,3,3,火,晴,888,907090,1,1,0,68,14.8
2022-05-04,4,4,水,晴,939,915345,1,1,0,64,17.1
2022-05-05,5,5,木,晴,825,740065,1,0,0,75,18.5
2022-05-06,6,6,金,晴,362,331890,0,0,0,80,20.1
2022-05-07,7,7,土,晴,517,448685,0,0,0,79,21.2
2022-05-08,8,8,日,晴,697,663815,0,0,0,81,17.9
2022-05-09,9,9,月,晴,391,362975,0,0,0,76,17.3
2022-05-10,10,10,火,曇,390,369380,0,0,0,82,17.5
2022-05-11,11,11,水,雨曇,331,321665,0,0,0,97,19.0
2022-05-12,12,12,木,雨,327,299485,0,0,0,97,20.0
2022-05-13,13,13,金,雨,316,300625,0,0,0,100,18.1
2022-05-14,14,14,土,晴,587,641735,0,0,0,84,17.5
2022-05-15,15,15,日,晴,737,706400,0,0,0,76,16.4
2022-05-16,16,16,月,曇,376,331430,0,0,0,75,16.8
2022-05-17,17,17,火,晴,384,337155,0,0,0,69,18.1
2022-05-18,18,18,水,晴,394,375035,0,0,0,59,18.8
2022-05-19,19,19,木,晴,397,359680,0,0,0,64,19.1
2022-05-20,20,20,金,曇,354,306930,0,0,0,64,19.8
2022-05-21,21,21,土,晴,555,550080,0,0,0,77,19.1
2022-05-22,22,22,日,晴,757,743460,0,0,0,63,21.7
2022-05-23,23,23,月,曇,413,413905,0,0,0,79,20.8
2022-05-24,24,24,火,晴,398,367525,0,0,0,78,21.9
2022-05-25,25,25,水,晴,419,437085,0,0,0,70,23.2
2022-05-26,26,26,木,晴,338,318910,0,0,0,88,20.7
2022-05-27,27,27,金,晴,399,369495,0,0,0,58,21.6
2022-05-28,28,28,土,晴,671,688450,0,0,0,51,22.9
2022-05-29,29,29,日,晴,771,715020,0,0,0,54,21.7
2022-05-30,30,30,月,小雨,367,393890,0,0,0,95,20.4
2022-05-31,31,31,火,曇,403,394180,0,0,0,83,21.3
2022-06-01,1,1,水,晴,397,408310,0,0,0,80,20.9
2022-06-02,2,2,木,晴,405,382335,0,0,0,82,21.3
2022-06-03,3,3,金,晴,388,384110,0,0,0,84,21.8
2022-06-04,4,4,土,晴,620,634080,0,0,0,84,21.9
2022-06-05,5,5,日,小雨,539,631750,0,0,0,98,19.4
2022-06-06,6,6,月,小雨,419,377690,0,0,0,94,19.7
2022-06-07,7,7,火,晴,407,394835,0,0,0,81,20.1
2022-06-08,8,8,水,晴,427,394925,0,0,0,79,19.9
2022-06-09,9,9,木,晴,434,389450,0,0,0,88,20.5
2022-06-10,10,10,金,晴,449,448335,0,0,0,91,21.4
2022-06-11,11,11,土,雨,582,616530,0,0,0,94,20.9
2022-06-12,12,12,日,晴,898,939475,0,0,0,92,20.7
2022-06-13,13,13,月,雨,346,373270,0,0,0,99,19.4
2022-06-14,14,14,火,雨,323,320185,0,0,0,97,20.4
2022-06-15,15,15,水,曇晴,507,461215,0,0,0,84,23.3
2022-06-16,16,16,木,晴,467,452880,0,0,0,79,24.3
2022-06-17,17,17,金,晴,445,389675,0,0,0,84,24.5
2022-06-18,18,18,土,晴,669,630670,0,0,0,87,24.8
2022-06-19,19,19,日,曇,837,837875,0,0,0,86,25.0
2022-06-20,20,20,月,小雨曇,374,370675,0,0,0,91,24.4
2022-06-21,21,21,火,雨,269,258065,0,0,0,98,23.8
2022-06-22,22,22,水,曇,362,348715,0,0,0,88,25.6
2022-06-23,23,23,木,曇,358,345710,0,0,0,81,27.8
2022-06-24,24,24,金,曇雨,319,326995,0,0,0,85,26.5
2022-06-25,25,25,土,雨,442,459720,0,0,0,91,24.3
2022-06-26,26,26,日,曇,720,695740,0,0,0,81,27.4
2022-06-27,27,27,月,晴,392,347510,0,0,0,78,28.9
2022-06-28,28,28,火,晴,339,285650,0,0,0,74,28.9
2022-06-29,29,29,水,晴,345,297865,0,0,0,73,28.9
2022-06-30,30,30,木,晴,364,298395,0,0,0,81,28.2
2022-07-01,1,1,金,晴,349,313730,0,0,0,90,27.2
2022-07-02,2,2,土,晴,517,485725,0,0,0,85,27.8
2022-07-03,3,3,日,曇,586,561845,0,0,0,82,28.4
2022-07-04,4,4,月,晴曇,328,291080,0,0,0,86,27.4
2022-07-05,5,5,火,雨曇,201,195640,0,0,0,95,26.2
2022-07-06,6,6,水,曇,295,270110,0,0,0,94,27.4
2022-07-07,7,7,木,晴曇,320,269695,0,0,0,87,28.4
2022-07-08,8,8,金,曇,292,270385,0,0,0,84,28.9
2022-07-09,9,9,土,曇晴,549,557110,0,0,0,84,27.7
2022-07-10,10,10,日,晴,659,621455,0,0,0,89,26.8
2022-07-11,11,11,月,曇,359,293435,0,0,0,83,27.7
2022-07-12,12,12,火,雨,332,300155,0,0,0,90,26.2
2022-07-13,13,13,水,晴,364,331085,0,0,0,87,26.5
2022-07-14,14,14,木,曇,354,284705,0,0,0,86,28.4
2022-07-15,15,15,金,曇雨,291,264520,0,0,0,94,26.2
2022-07-16,16,16,土,曇晴,453,484185,0,0,0,93,25.9
2022-07-17,17,17,日,晴,782,761880,0,1,0,83,26.2
2022-07-18,18,18,月,雨,443,431600,1,0,0,88,27.0
2022-07-19,19,19,火,大雨晴,198,167355,0,0,0,91,27.1
2022-07-20,20,20,水,曇晴,349,336235,0,0,0,86,27.3
2022-07-21,21,21,木,曇,327,302090,0,0,0,84,28.6
2022-07-22,22,22,金,晴,328,270005,0,0,0,81,25.9
2022-07-23,23,23,土,晴,552,530595,0,0,0,87,25.7
2022-07-24,24,24,日,晴雨,610,636615,0,0,0,85,27.2
2022-07-25,25,25,月,曇晴,395,348850,0,0,0,91,26.4
2022-07-26,26,26,火,晴,325,328210,0,0,0,90,26.6
2022-07-27,27,27,水,晴,349,324950,0,0,0,91,27.5
2022-07-28,28,28,木,晴,344,338465,0,0,0,83,29.6
2022-07-29,29,29,金,晴,354,302615,0,0,0,72,30.3
2022-07-30,30,30,土,曇,536,529730,0,0,0,79,29.8
2022-07-31,31,31,日,晴,703,674280,0,0,0,71,30.4
2022-08-01,1,1,月,晴,352,326560,0,0,0,70,30.7
2022-08-02,2,2,火,晴,326,262270,0,0,0,74,30.3
2022-08-03,3,3,水,晴,362,298665,0,0,0,77,29.8
2022-08-04,4,4,木,晴,345,317465,0,0,0,82,29.4
2022-08-05,5,5,金,晴,351,327830,0,0,0,85,29.1
2022-08-06,6,6,土,晴雨,504,551685,0,0,0,89,28.7
2022-08-07,7,7,日,晴,685,709250,0,0,0,84,29.0
2022-08-08,8,8,月,晴,383,417625,0,0,0,76,30.1
2022-08-09,9,9,火,晴,394,416195,0,0,0,77,29.6
2022-08-10,10,10,水,晴,481,546385,0,1,0,77,30.0
2022-08-11,11,11,木,晴,850,985055,1,0,0,78,30.1
2022-08-12,12,12,金,曇,628,767965,0,0,0,97,27.2
2022-08-13,13,13,土,晴,695,795080,0,0,0,87,29.1
2022-08-14,14,14,日,晴,769,852450,0,0,0,81,30.1
2022-08-15,15,15,月,晴雨,563,553830,0,0,0,79,30.3
2022-08-16,16,16,火,晴雨,292,291160,0,0,0,95,27.6
2022-08-17,17,17,水,雨曇,229,253695,0,0,0,99,25.3
2022-08-18,18,18,木,曇,338,310670,0,0,0,86,27.2
2022-08-19,19,19,金,晴曇,415,404120,0,0,0,86,28.6
2022-08-20,20,20,土,曇,506,547670,0,0,0,86,29.7
2022-08-21,21,21,日,晴曇,678,678265,0,0,0,91,28.1
2022-08-22,22,22,月,晴,375,354690,0,0,0,90,28.1
2022-08-23,23,23,火,曇,389,350275,0,0,0,87,27.8
2022-08-24,24,24,水,曇,306,302005,0,0,0,97,25.8
2022-08-25,25,25,木,晴,355,338955,0,0,0,86,25.9
2022-08-26,26,26,金,晴,384,372135,0,0,0,78,25.5
2022-08-27,27,27,土,晴,599,605410,0,0,0,80,25.6
2022-08-28,28,28,日,晴,705,743445,0,0,0,69,26.1
2022-08-29,29,29,月,晴,385,335810,0,0,0,77,26.2
2022-08-30,30,30,火,晴,393,349565,0,0,0,80,28.0
2022-08-31,31,31,水,晴雨,411,403825,0,0,0,83,28.2
2022-09-01,1,1,木,曇,311,285480,0,0,0,97,24.5
2022-09-02,2,2,金,曇,283,444025,0,0,0,98,23.4
2022-09-03,3,3,土,雨,413,402760,0,0,0,100,24.3
2022-09-04,4,4,日,曇晴,598,607390,0,0,0,87,27.0
2022-09-07,7,7,水,晴,365,343075,0,0,0,77,23.6
2022-09-08,8,8,木,晴,379,364505,0,0,0,84,24.6
2022-09-09,9,9,金,晴,384,377050,0,0,0,89,24.9
2022-09-10,10,10,土,晴,653,709000,0,0,0,91,25.1
2022-09-11,11,11,日,晴,773,743510,0,0,0,92,26.1
2022-09-12,12,12,月,晴,371,339160,0,0,0,92,26.7
2022-09-13,13,13,火,晴,362,334240,0,0,0,89,27.3
2022-09-14,14,14,水,晴,417,417285,0,0,0,92,27.1
2022-09-15,15,15,木,晴,403,361320,0,0,0,93,26.8
2022-09-16,16,16,金,晴,412,417475,0,0,0,80,27.4
2022-09-17,17,17,土,曇,573,579455,0,0,0,82,26.4
2022-09-19,19,19,月,雨,50,130560,1,0,0,93,23.6
2022-09-20,20,20,火,晴,374,425080,0,0,0,62,21.1
2022-09-21,21,21,水,曇晴,506,593945,0,0,0,66,21.1
2022-09-22,22,22,木,晴,434,463530,0,1,0,78,22.0
2022-09-23,23,23,金,曇雨,761,882305,1,0,0,92,22.3
2022-09-24,24,24,土,晴,735,761150,0,0,0,77,21.8
2022-09-25,25,25,日,曇,846,822905,0,0,0,78,22.4
2022-09-26,26,26,月,雨,384,361645,0,0,0,94,23.0
2022-09-27,27,27,火,雨,378,387130,0,0,0,92,22.1
2022-09-28,28,28,水,晴,434,392335,0,0,0,88,22.2
2022-09-29,29,29,木,曇,366,340710,0,0,0,86,22.8
2022-09-30,30,30,金,晴,404,410905,0,0,0,90,22.3
2022-10-01,1,1,土,晴,625,680315,0,0,0,88,22.2
2022-10-02,2,2,日,晴,821,832015,0,0,0,85,23.0
2022-10-03,3,3,月,晴,390,357295,0,0,0,75,25.4
2022-10-04,4,4,火,晴,396,368325,0,0,0,85,25.2
2022-10-05,5,5,水,曇晴,352,328910,0,0,0,84,21.3
2022-10-06,6,6,木,曇,390,348005,0,0,0,81,20.2
2022-10-07,7,7,金,雨曇,361,352745,0,0,0,87,18.5
2022-10-08,8,8,土,晴,679,637920,0,0,0,72,19.4
2022-10-09,9,9,日,曇雨,782,778890,0,1,0,91,17.6
2022-10-10,10,10,月,曇晴,612,607065,1,0,0,66,17.4
2022-10-11,11,11,火,曇,404,383675,0,0,0,67,16.5
2022-10-12,12,12,水,晴,412,404805,0,0,0,66,18.5
2022-10-13,13,13,木,晴,395,346790,0,0,0,79,19.4
2022-10-14,14,14,金,晴,448,424215,0,0,0,82,20.6
2022-10-15,15,15,土,晴,700,710370,0,0,0,88,20.0
2022-10-16,16,16,日,晴曇,721,715475,0,0,0,90,20.6
2022-10-17,17,17,月,雨曇,401,400370,0,0,0,85,19.7
2022-10-18,18,18,火,晴,436,442420,0,0,0,60,17.6
2022-10-19,19,19,水,晴,408,400565,0,0,0,68,16.2
2022-10-20,20,20,木,晴,445,435280,0,0,0,73,15.8
2022-10-21,21,21,金,晴,458,463885,0,0,0,76,18.4
2022-10-22,22,22,土,曇晴,680,703230,0,0,0,78,21.3
2022-10-23,23,23,日,曇,801,843770,0,0,0,78,19.6
2022-10-24,24,24,月,晴,374,405635,0,0,0,59,16.7
2022-10-25,25,25,火,雨晴,375,394700,0,0,0,75,14.9
2022-10-26,26,26,水,晴,379,390700,0,0,0,66,15.1
2022-10-27,27,27,木,曇,397,411150,0,0,0,78,14.7
2022-10-28,28,28,金,晴,381,398645,0,0,0,77,16.9
2022-10-29,29,29,土,晴,600,606175,0,0,0,66,17.6
2022-10-30,30,30,日,晴,786,833370,0,0,0,58,16.7
2022-10-31,31,31,月,晴,383,394000,0,0,0,68,16.7
2022-11-01,1,1,火,曇,325,304420,0,0,0,72,18.1
2022-11-02,2,2,水,晴,435,403500,0,1,0,77,17.7
2022-11-03,3,3,木,晴,642,826270,1,0,0,86,16.1
2022-11-04,4,4,金,晴,432,467120,0,0,0,69,14.4
2022-11-05,5,5,土,晴,662,713675,0,0,0,67,13.0
2022-11-06,6,6,日,晴,798,849275,0,0,0,68,13.3
2022-11-07,7,7,月,晴,426,411900,0,0,0,79,13.7
2022-11-08,8,8,火,晴,459,501220,0,0,0,76,14.0
2022-11-09,9,9,水,晴,489,505955,0,0,0,74,14.3
2022-11-10,10,10,木,晴,464,454030,0,0,0,78,16.4
2022-11-11,11,11,金,晴,490,513895,0,0,0,85,17.2
2022-11-12,12,12,土,晴,811,807590,0,0,0,81,19.0
2022-11-13,13,13,日,曇雨,770,816675,0,0,0,89,18.4
2022-11-14,14,14,月,曇,576,626235,0,0,0,72,15.9
2022-11-15,15,15,火,曇,515,518710,0,0,0,74,13.0
2022-11-16,16,16,水,晴,531,512340,0,0,0,72,12.5
2022-11-17,17,17,木,曇,501,485125,0,0,0,75,13.9
2022-11-18,18,18,金,曇,553,546655,0,0,0,79,14.9
2022-11-19,19,19,土,曇雨,684,767445,0,0,0,87,15.4
2022-11-20,20,20,日,晴,915,954290,0,0,0,86,15.2
2022-11-21,21,21,月,晴,477,484575,0,0,0,80,16.5
2022-11-22,22,22,火,曇,427,530430,0,1,0,80,15.7
2022-11-23,23,23,水,曇雨,651,734965,1,0,0,93,15.5
2022-11-24,24,24,木,曇晴,379,416810,0,0,0,86,14.4
2022-11-25,25,25,金,晴,369,335035,0,0,0,75,14.3
2022-11-26,26,26,土,晴,657,676770,0,0,0,73,16.3
2022-11-27,27,27,日,晴,751,772730,0,0,0,83,14.2
2022-11-28,28,28,月,晴,369,380520,0,0,0,56,19.2
2022-11-29,29,29,火,雨,337,344870,0,0,0,94,18.6
2022-11-30,30,30,水,曇,304,292500,0,0,0,68,10.1
2022-12-01,1,1,木,曇,316,320490,0,0,0,56,6.8
2022-12-02,2,2,金,曇,254,255685,0,0,0,62,6.5
2022-12-03,3,3,土,曇晴,435,429680,0,0,0,69,8.4
2022-12-04,4,4,日,雨曇,477,537675,0,0,0,77,11.1
2022-12-05,5,5,月,曇,310,347450,0,0,0,69,11.0
2022-12-06,6,6,火,晴,274,283510,0,0,0,55,7.8
2022-12-07,7,7,水,曇晴,305,290235,0,0,0,62,9.4
2022-12-08,8,8,木,曇晴,353,316595,0,0,0,74,8.6
2022-12-09,9,9,金,晴,327,352885,0,0,0,70,9.3
2022-12-10,10,10,土,晴,524,615630,0,0,0,76,10.3
2022-12-11,11,11,日,曇,506,544185,0,0,0,69,11.1
2022-12-12,12,12,月,晴,292,304645,0,0,0,71,10.2
2022-12-13,13,13,火,曇雨,294,295930,0,0,0,63,10.4
2022-12-14,14,14,水,曇,306,288275,0,0,0,52,6.2
2022-12-15,15,15,木,曇晴,283,321945,0,0,0,60,5.2
2022-12-16,16,16,金,晴,326,384005,0,0,0,70,8.0
2022-12-17,17,17,土,曇雨,409,469625,0,0,0,65,6.1
2022-12-18,18,18,日,雪,283,310575,0,0,0,63,2.8
2022-12-19,19,19,月,曇,254,268250,0,0,0,58,4.5
2022-12-20,20,20,火,曇,334,335630,0,0,0,70,5.4
2022-12-21,21,21,水,雨,299,295355,0,0,0,92,6.5
2022-12-22,22,22,木,雪,304,339965,0,0,0,67,4.9
2022-12-23,23,23,金,雪,182,180645,0,0,0,59,2.0
2022-12-24,24,24,土,雪曇,272,276840,0,0,0,72,3.1
2022-12-25,25,25,日,雨曇晴,472,631370,0,0,0,76,6.3
2022-12-26,26,26,月,晴,382,479395,0,0,0,69,5.6
2022-12-27,27,27,火,晴,434,567705,0,0,0,77,5.2
2022-12-28,28,28,水,晴曇,498,738350,0,0,0,75,5.4
2022-12-29,29,29,木,曇,629,870135,0,0,0,72,5.3
2022-12-30,30,30,金,晴,622,794335,0,0,0,69,5.5
2022-12-31,31,31,土,晴,314,319315,0,1,0,65,6.6
2023-01-03,3,3,火,晴,307,320320,0,0,0,62,4.0
2023-01-04,4,4,水,晴,277,244790,0,0,0,66,4.9
2023-01-05,5,5,木,曇,254,244685,0,0,0,76,5.0
2023-01-06,6,6,金,曇,299,297140,0,0,0,73,7.0
2023-01-07,7,7,土,晴,352,337890,0,0,0,61,7.9
2023-01-08,8,8,日,晴,567,603995,0,1,0,74,6.2
2023-01-09,9,9,月,晴,449,448680,1,0,0,70,10.3
2023-01-10,10,10,火,晴,286,258735,0,0,0,61,10.1
2023-01-11,11,11,水,晴,298,285650,0,0,0,78,7.9
2023-01-12,12,12,木,雨,282,270725,0,0,0,82,12.3
2023-01-13,13,13,金,雨,256,254490,0,0,0,83,16.5
2023-01-14,14,14,土,雨,365,373255,0,0,0,99,14.6
2023-01-15,15,15,日,曇,498,508300,0,0,0,95,11.7
2023-01-16,16,16,月,晴雨,311,271815,0,0,0,78,7.7
2023-01-17,17,17,火,曇,278,260755,0,0,0,93,6.5
2023-01-18,18,18,水,曇,293,242900,0,0,0,73,5.4
2023-01-19,19,19,木,曇,284,266225,0,0,0,74,6.1
2023-01-20,20,20,金,曇晴,274,256670,0,0,0,63,6.9
2023-01-21,21,21,土,晴,501,536710,0,0,0,59,5.0
2023-01-22,22,22,日,曇雨,455,449170,0,0,0,84,4.0
